priority,ipa,word,concept,representationType,homophoneGroup,productivity,assetExists,assetStatus,needsProduction,source
P0,ba,bas,bas,IMAGE,bas | bât | bats,926.115,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json | data/rebus-productive-bank-wave1.json
P0,vɑ̃,vent,vent,IMAGE,vend | vent,862.299,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json | data/rebus-productive-bank-wave1.json
P0,ku,cou,cou,IMAGE,cou | coup | coût,860.209,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json | data/rebus-productive-bank-wave1.json
P0,ni,nid,nid,IMAGE,nid | nie,843.984,true,ASSET_INDIVIDUEL_CANONIQUE,false,data/rebus-fragment-representation-ideas.json | data/rebus-productive-bank-wave1.json
P0,pɛʁ,père,père,IMAGE,pair | paire | père,821.171,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json | data/rebus-productive-bank-wave1.json
P0,sɑ̃,sang,sang,IMAGE,cent | sang | sans,815.864,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json | data/rebus-productive-bank-wave1.json
P0,bu,boue,boue,IMAGE,bou | boue | bout,771.475,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json | data/rebus-productive-bank-wave1.json
P0,fɛʁ,fer,fer,IMAGE,faire | fer | ferre,720.859,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json | data/rebus-productive-bank-wave1.json
P0,sœʁ,sœur,sœur,IMAGE,soeur | sœur,663.795,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P0,bal,balle,balle,IMAGE,bal | ball | balle,632.238,true,VALIDÉ_EXPLICITEMENT,false,data/rebus-productive-bank-wave2.json
P0,mal,malle,malle,IMAGE,mal | mâle | malle,628.834,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,pɥi,puits,puits,IMAGE,puis | puits | puy,626.376,true,ASSET_INDIVIDUEL_CANONIQUE,false,data/rebus-fragment-representation-ideas.json | data/rebus-productive-bank-wave1.json
P0,tʁu,trou,trou,IMAGE,trou | troue,623.406,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,lis,lis,lis,IMAGE,lice | lis | lys,612.085,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,bɑ̃,banc,banc,IMAGE,ban | banc,610.604,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json | data/rebus-productive-bank-wave1.json
P0,pwa,pois,pois,IMAGE,poids | pois | poix,609.525,true,ASSET_INDIVIDUEL_CANONIQUE,false,data/rebus-productive-bank-wave2.json
P0,bʁa,bras,bras,IMAGE,bras,604.982,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P0,kɔ̃pa,compas,compas,IMAGE,compas,603.878,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,ale,allée,allée,IMAGE,allée | aller | allez,600.916,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,fu,fou,fou,IMAGE,fou,599.682,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P0,ble,blé,blé,IMAGE,blé,598.007,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json | data/rebus-productive-bank-wave1.json
P0,foto,photo,photo,IMAGE,photo,597.086,true,VALIDÉ_EXPLICITEMENT,false,data/rebus-productive-bank-wave2.json
P0,ʁwa,roi,roi,IMAGE,roi | roua | roy,596.086,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,œʁ,heure,heure,IMAGE,heure,592.618,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P0,kyʁi,curry,curry,IMAGE,curie | curry,592.22,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,fis,fils,fils,IMAGE,fils | fisse,589.923,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,gɑ̃,gant,gant,IMAGE,gant,581.201,true,ASSET_INDIVIDUEL_CANONIQUE,false,data/rebus-fragment-representation-ideas.json
P0,ʁy,rue,rue,IMAGE,reus | ru | rue,580.489,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,twa,toit,toit,IMAGE,toi | toit | toua,578.826,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,ʁɛ̃,rein,rein,IMAGE,rain | rein,578.242,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,ø,œufs,œufs,IMAGE,eux | œufs,578.163,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P0,wa,oie,oie,IMAGE,oie | ouah | oye,571.308,true,ASSET_INDIVIDUEL_CANONIQUE,false,data/rebus-productive-bank-wave2.json
P0,ʁɛn,renne,renne,IMAGE,reine | rêne | renne,570.478,false,DESSIN_RÉELLEMENT_MANQUANT,true,data/rebus-productive-bank-wave2.json
P0,sjɛl,ciel,ciel,IMAGE,ciel,569.721,false,DESSIN_RÉELLEMENT_MANQUANT,true,data/rebus-productive-bank-wave2.json
P0,plɛ,plaie,plaie,IMAGE,plaie | plaît | plet,568.24,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,apa,appât,appât,IMAGE,appas | appât | happa,567.375,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,eʁo,héros,héros,IMAGE,héraut | héro | héros,567.092,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,sede,cd,cd,IMAGE,cd | céder,562.439,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,epi,épi,épi,IMAGE,épi | épie,559.172,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,tʁɔ̃,tronc,tronc,IMAGE,tronc,557.943,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,kʁwa,croix,croix,IMAGE,crois | croît | croix,552.56,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,fil,fil,fil,IMAGE,fil,547.748,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P0,nɥi,nuit,nuit,IMAGE,nuit,543.322,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P0,ʁadi,radis,radis,IMAGE,radie | radis,541.312,true,ASSET_INDIVIDUEL_CANONIQUE,false,data/rebus-productive-bank-wave2.json
P0,faʁ,phare,phare,IMAGE,far | fard | phare,539.406,true,ASSET_INDIVIDUEL_CANONIQUE,false,data/rebus-productive-bank-wave2.json
P0,lu,loup,loup,IMAGE,loup,539.041,true,ASSET_INDIVIDUEL_CANONIQUE,false,data/rebus-fragment-representation-ideas.json
P0,ɛʁ,air,air,IMAGE,air,536.931,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P0,sjɑ̃,cyan,cyan,IMAGE,cyan | sciant,530.02,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,bɛ,baie,baie,IMAGE,bai | baie | bey,529.81,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,lɑ̃s,lance,lance,IMAGE,lance,529.778,true,VALIDÉ_EXPLICITEMENT,false,data/rebus-productive-bank-wave2.json
P0,fuʁ,four,four,IMAGE,four | fourre,525.61,true,VALIDÉ_EXPLICITEMENT,false,data/rebus-productive-bank-wave2.json
P0,nwa,noix,noix,IMAGE,noie | noix | noua,525.073,true,DÉCISION_REQUISE,false,data/rebus-productive-bank-wave2.json
P0,vis,vis,vis,IMAGE,vice | vis | visse,523.35,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,ɛl,aile,aile,IMAGE,aile,522.093,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P0,fʁɔ̃,front,front,IMAGE,front,520.348,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,ɑ̃tʁe,entrée,entrée,IMAGE,entrée | entrer,520.116,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,ɔʁdi,ordi,ordi,IMAGE,ordi | ordis,516.915,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,gi,gui,gui,IMAGE,gui,516.535,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,maʒ,mage,mage,IMAGE,mage | maje | majes,514.948,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,ʁɑ̃ʒe,rangée,rangée,IMAGE,rangé | rangée | ranger,514.569,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,papa,papa,papa,IMAGE,papa | papas,513.484,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,kote,côté,côté,IMAGE,côté | coter,509.265,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,myʁ,mur,mur,IMAGE,mur | mure | mûres,507.834,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,alo,halo,halo,IMAGE,allô | allos | halo,503.526,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,peʃe,pêcher,pêcher,IMAGE,péché | pêcher,503.51,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,vil,ville,ville,IMAGE,ville,502.676,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P0,liʁ,lyre,lyre,IMAGE,lire | lyre,502.449,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,təny,tenue,tenue,IMAGE,tenu | tenue,501.813,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,maʁʃe,marché,marché,IMAGE,marché | marchers,499.307,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,lak,lac,lac,IMAGE,lac | lacs | laque,497.836,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,dʁa,drap,drap,IMAGE,drap,497.038,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P0,kafe,café,café,IMAGE,café | caffé,494.47,true,EXISTE_NON_VALIDÉ,false,data/rebus-productive-bank-wave2.json
P0,sabl,sable,sable,IMAGE,sable,494.226,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,pɛl,pelle,pelle,IMAGE,pelle,494.001,true,ASSET_INDIVIDUEL_CANONIQUE,false,data/rebus-fragment-representation-ideas.json
P0,pate,pâté,pâté,IMAGE,pâté | pâtée,492.959,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,nwaʁ,noir,noir,IMAGE,noir | noires,492.933,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,maʁe,marée,marée,IMAGE,marae | marée | marrer,492.056,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,dam,dame,dame,IMAGE,dame,490.703,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,ʒø,jeu,jeu,IMAGE,jeu,489.645,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P0,kaʁe,carré,carré,IMAGE,carai | carré | carrée,485.69,false,DESSIN_RÉELLEMENT_MANQUANT,true,data/rebus-productive-bank-wave2.json
P0,fas,face,face,IMAGE,face | fasce | fasse,485.242,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,depaʁ,départ,départ,IMAGE,dépare | départ,482.74,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,tas,tasse,tasse,IMAGE,tasse,482.296,true,ASSET_INDIVIDUEL_CANONIQUE,false,data/rebus-productive-bank-wave2.json
P0,kɔ̃te,comté,comté,IMAGE,compter | comté | conter,482.087,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,ʒaʁ,jarre,jarre,IMAGE,jar | jarre | jars,479.867,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,majo,maillot,maillot,IMAGE,maillot | mayo | mayos,479.641,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P0,kɔ̃fi,confit,confit,IMAGE,confie | config | confit,479.616,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,dine,dîner,dîner,IMAGE,diné | dîner,478.252,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave3.json
P0,mate,maté,maté,IMAGE,maté | mater | maters,478.155,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,ɑ̃fɑ̃,enfant,enfant,IMAGE,enfans | enfant,477.263,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave3.json
P0,ʒəte,jetée,jetée,IMAGE,jeté | jetée | jeter,475.101,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,aʁme,armée,armée,IMAGE,armé | armée | armer,474.887,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,bɛ̃,bain,bain,IMAGE,bain,472.218,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P0,kame,camée,camée,IMAGE,camé | camée | camer,471.968,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,ʒeni,génie,génie,IMAGE,géni | génie | jenny,471.034,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,ano,anneau,anneau,IMAGE,anaux | anneau,470.815,true,VALIDÉ_EXPLICITEMENT,false,data/rebus-productive-bank-wave2.json
P0,dwa,doigt,doigt,IMAGE,doigt | dois | doit,470.434,false,DESSIN_RÉELLEMENT_MANQUANT,true,data/rebus-productive-bank-wave2.json
P0,pus,pouce,pouce,IMAGE,pouce | poucent | pousse,470.099,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P0,pus,pousse,pousse,IMAGE,pouce | poucent | pousse,470.099,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P0,eto,étau,étau,IMAGE,étau,470.076,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,dɛ̃,daim,daim,IMAGE,daim,468.948,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P0,demɔ̃,démon,démon,IMAGE,daemon | démon,468.811,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,kola,cola,cola,IMAGE,cola | colla | kola,468.414,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,ipo,hippo,hippo,IMAGE,hippo | hypo,467.401,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,ʁut,route,route,IMAGE,root | roots | route,465.781,true,ASSET_INDIVIDUEL_CANONIQUE,false,data/rebus-productive-bank-wave2.json
P0,ʃu,chou,chou,IMAGE,chou,461.349,true,EXISTE_NON_VALIDÉ,false,data/rebus-fragment-representation-ideas.json
P0,sak,sac,sac,IMAGE,sac | sacque | saque,460.827,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P0,jø,yeux,yeux,IMAGE,yeux,460.344,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,tɛt,tête,tête,IMAGE,tèt | tête | tette,459.167,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave3.json
P0,ʃəmɛ̃,chemin,chemin,IMAGE,chemin,458.794,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,akʁo,accroc,accroc,IMAGE,accro | accroc,458.366,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,balɔ̃,ballon,ballon,IMAGE,ballon,458.016,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P0,sɔʁtiʁ,sortir,sortir,IMAGE,sortir,455.983,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave3.json
P0,gʁɛ̃,grain,grain,IMAGE,grain,455.396,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,abʁi,abri,abri,IMAGE,abri,455.025,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P0,lɛn,laine,laine,IMAGE,laine,452.832,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P1,pul,poule,poule,IMAGE,pool | poule | poulent,450.585,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,maʁʃɑ̃,marchand,marchand,IMAGE,marchand | marchant,450.514,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P1,mɛk,mec,mec,IMAGE,mak | mec,448.44,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave3.json
P1,sɔʁti,sortie,sortie,IMAGE,sorti | sortie,447.974,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave3.json
P1,kɔk,coq,coq,IMAGE,coq | coque,445.53,false,DESSIN_RÉELLEMENT_MANQUANT,true,data/rebus-productive-bank-wave2.json
P1,vale,vallée,vallée,IMAGE,valez | vallée,441.395,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave2.json
P1,bɑ̃d,bande,bande,IMAGE,bande | bende,439.348,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave3.json
P1,ɛtʁ,hêtre,hêtre,IMAGE,estre | être | hêtre,436.601,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,pɛn,pêne,pêne,IMAGE,peine | pêne | penne,436.42,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave3.json
P1,tapi,tapis,tapis,IMAGE,tapis,433.575,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,ʒwe,jouer,jouer,IMAGE,joué | jouée | jouer,432.915,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave3.json
P1,bwat,boîte,boîte,IMAGE,boîte | boites,430.721,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave3.json
P1,kaʁt,carte,carte,IMAGE,carte | kart | quarte,428.046,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave3.json
P1,bulo,bouleau,bouleau,IMAGE,bouleau | boulot,427.801,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,ʃyt,chute,chute,IMAGE,chut | chute,427.123,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave3.json
P1,staty,statue,statue,IMAGE,statu | statue | statut,426.483,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,ɔm,homme,homme,IMAGE,hom | homme,424.756,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,poz,pose,pose,IMAGE,pause | pose,423.01,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave3.json
P1,sɑ̃dʁ,cendre,cendre,IMAGE,cendre | cendres | sandre,422.849,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave3.json
P1,sup,soupe,soupe,IMAGE,soupe,419.694,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave3.json
P1,ʁɔk,roc,roc,IMAGE,roc | rock | roque,418.366,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,gaʁd,garde,garde,IMAGE,garde | guard,417.515,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave3.json
P1,ʒɔ̃,jonc,jonc,IMAGE,jonc,417.378,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave3.json
P1,etɑ̃,étang,étang,IMAGE,étang | étants | étend,416.103,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,bebe,bébé,bébé,IMAGE,bebe | bébé,416.082,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,dɔktœʁ,docteur,docteur,IMAGE,docteur | docteure | docteures,414.674,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,nivo,niveau,niveau,IMAGE,nivaux | niveau,414.603,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave3.json
P1,pilɔt,pilote,pilote,IMAGE,pilote,413.811,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,aktœʁ,acteur,acteur,IMAGE,acteur,412.82,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave3.json
P1,gʁup,groupe,groupe,IMAGE,group | groupe,410.345,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave3.json
P1,nɛ̃,nain,nain,IMAGE,nain,409.924,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave3.json
P1,pak,Pâques,Pâques,IMAGE,Pâques,409.071,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P1,plaʒ,plage,plage,IMAGE,plage,408.153,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,pjɛʁ,pierre,pierre,IMAGE,pier | pierre,404.812,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,spɔʁ,spore,spore,IMAGE,spore | sport,404.271,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,sote,sauter,sauter,IMAGE,sauté | sauter,400.296,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,maʁɛ̃,marin,marin,IMAGE,marin,398.005,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,kan,canne,canne,IMAGE,canne | kan | khan,397.956,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,kan,khan,khan,IMAGE,canne | kan | khan,397.956,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,ɥil,huile,huile,IMAGE,huile,395.338,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P1,van,van,van,IMAGE,van | vanne | wan,394.444,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,van,vanne,vanne,IMAGE,van | vanne | wan,394.444,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,pwal,poêle,poêle,IMAGE,poêle | poële | poil,392.235,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,gaʁsɔ̃,garçon,garçon,IMAGE,garçon,390.374,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,mɛdsɛ̃,médecin,médecin,IMAGE,médecin,388.85,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,kɔʁd,corde,corde,IMAGE,corde,387.941,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,kɥizin,cuisine,cuisine,IMAGE,cuisine,386.815,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,gɔʁʒ,gorge,gorge,IMAGE,gorge,386.458,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,dʒin,jean,jean,IMAGE,djinn | gin | jean,385.634,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,maʁʃ,marche,marche,IMAGE,marche,385.088,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,ʃɔʁt,short,short,IMAGE,short | shorte | shortent,380.542,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,butɛj,bouteille,bouteille,IMAGE,bouteille,380.166,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P1,naʒe,nager,nager,IMAGE,nager,379.67,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,kø,queue,queue,IMAGE,queue,379.522,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P1,fɑ̃tom,fantôme,fantôme,IMAGE,fantôme | phantôme | phantômes,378.693,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,solɛj,soleil,soleil,IMAGE,soleil,377.887,true,ASSET_INDIVIDUEL_CANONIQUE,false,data/rebus-productive-bank-wave4.json
P1,fənɛtʁ,fenêtre,fenêtre,IMAGE,fenêtre,376.098,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,sɔlda,soldat,soldat,IMAGE,solda | soldat,374.659,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,foʁɛ,foret,foret,IMAGE,forait | foret | forêt,374.656,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,foʁɛ,forêt,forêt,IMAGE,forait | foret | forêt,374.656,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,ʃal,châle,châle,IMAGE,châle | schall | shale,374.452,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,epe,épée,épée,IMAGE,épée,374.344,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,palɛ,palais,palais,IMAGE,palais | palet,372.033,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,palɛ,palet,palet,IMAGE,palais | palet,372.033,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,wazo,oiseau,oiseau,IMAGE,oiseau,371.982,false,DESSIN_RÉELLEMENT_MANQUANT,true,data/rebus-fragment-representation-ideas.json
P1,ʒənu,genou,genou,IMAGE,genou,371.934,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,gɔm,gomme,gomme,IMAGE,gomme | gum | gums,369.036,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,ʒaʁdɛ̃,jardin,jardin,IMAGE,jardin,368.418,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,klas,classe,classe,IMAGE,class | classe,368.223,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,pnø,pneu,pneu,IMAGE,pneu,367.958,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,butɔ̃,bouton,bouton,IMAGE,bouton | boutons,367.949,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,glas,glace,glace,IMAGE,glace | glass,367.796,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,kuʁiʁ,courir,courir,IMAGE,courir,367.508,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,sufle,souffler,souffler,IMAGE,soufflé | souffler,366.42,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,fɛʁm,ferme,ferme,IMAGE,ferme,365.518,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,valiz,valise,valise,IMAGE,valise,364.34,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,gato,gâteau,gâteau,IMAGE,gâteau,364.233,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P1,egliz,église,église,IMAGE,église,363.428,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,ʃəmiz,chemise,chemise,IMAGE,chemise,362.169,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,bul,boule,boule,IMAGE,boule | boulle,358.338,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,salɔ̃,salon,salon,IMAGE,salon,357.511,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,oʁɛj,oreille,oreille,IMAGE,oreille,356.939,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P1,gʁɛn,graine,graine,IMAGE,graine,356.738,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
