priority,ipa,word,concept,representationType,homophoneGroup,productivity,assetExists,assetStatus,needsProduction,source
P1,epol,épaule,épaule,IMAGE,épaule,356.522,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,tɛʁm,thermes,thermes,IMAGE,terme | therme | thermes,356.238,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,zoo,zoo,zoo,IMAGE,zoo,355.644,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,lɛtʁ,lettre,lettre,IMAGE,lettre,354.089,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,ekʁɑ̃,écran,écran,IMAGE,écran,354.013,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,koʃɔ̃,cochon,cochon,IMAGE,cochon,353.611,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,pisin,piscine,piscine,IMAGE,piscine,353.311,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,ʃaʁjo,chariot,chariot,IMAGE,chariot | charriot | charriots,351.447,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,mɑ̃tɔ̃,menton,menton,IMAGE,menton | mentons,351.193,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,dɔʁmiʁ,dormir,dormir,IMAGE,dormir,350.914,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,kanɔ̃,canon,canon,IMAGE,cannons | canon,350.882,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,suʁs,source,source,IMAGE,sce | source,350.587,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,ʁivjɛʁ,rivière,rivière,IMAGE,rivière,350.558,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,sɛ̃tyʁ,ceinture,ceinture,IMAGE,ceinture,350.295,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,gaʁaʒ,garage,garage,IMAGE,garage,349.625,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,fʁomaʒ,fromage,fromage,IMAGE,fromage,349.587,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,kaje,cahier,cahier,IMAGE,cahier | caillé | cailler,348.761,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,amɑ̃d,amande,amande,IMAGE,amande | amende,346.946,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,miʁwaʁ,miroir,miroir,IMAGE,miroir,344.572,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,gʁɛ̃pe,grimper,grimper,IMAGE,grimpée | grimper,343.632,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,kolin,colline,colline,IMAGE,colline,342.873,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,vagɔ̃,wagon,wagon,IMAGE,vagon | wagon,340.351,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,ʁido,rideau,rideau,IMAGE,rideau,340.065,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,faktœʁ,facteur,facteur,IMAGE,facteur,339.008,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,ɔ̃bʁ,ombre,ombre,IMAGE,hombre | ombre,339.008,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,baʁo,barreau,barreau,IMAGE,barreau | barrot,337.888,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P1,ʁɛgl,règle,règle,IMAGE,règle,337.022,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,vɑ̃tʁ,ventre,ventre,IMAGE,ventre,336.47,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,kʁan,crane,crane,IMAGE,crane | crâne,335.141,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,kʁan,crâne,crâne,IMAGE,crane | crâne,335.141,true,VALIDÉ_EXPLICITEMENT,false,data/rebus-productive-bank-wave4.json
P1,dʁapo,drapeau,drapeau,IMAGE,drapeau,334.701,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P1,lɑ̃g,langue,langue,IMAGE,langue,334.028,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P2,klu,clou,clou,IMAGE,clou | cloue,333.322,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P2,piʒɔ̃,pigeon,pigeon,IMAGE,pigeon | pigeons,333.088,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P2,fɛʁmje,fermier,fermier,IMAGE,fermier | fermiez,332.667,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P2,kɔfʁ,coffre,coffre,IMAGE,coffre,332.513,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P2,vjɑ̃d,viande,viande,IMAGE,viande,332.231,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P2,oʁɑ̃ʒ,orange,orange,IMAGE,orange,332.205,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P2,ʒɑ̃bɔ̃,jambon,jambon,IMAGE,jambon,331.389,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P2,sɛʁkl,cercle,cercle,IMAGE,cercle,331.017,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P2,ekʁiʁ,écrire,écrire,IMAGE,écrire,330.563,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P2,asjɛt,assiette,assiette,IMAGE,assiette,329.908,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P2,ɔʁlɔʒ,horloge,horloge,IMAGE,horloge,329.861,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P2,ʁasin,racine,racine,IMAGE,racine,329.385,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P2,ʃəvø,cheveu,cheveu,IMAGE,cheveu,328.381,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P2,ʃəvij,cheville,cheville,IMAGE,cheville,327.937,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P2,kav,cave,cave,IMAGE,cave,327.872,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P2,mustaʃ,moustache,moustache,IMAGE,moustache,327.631,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P2,bʁɑ̃ʃ,branche,branche,IMAGE,branche,327.439,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P2,sonɛt,sonnette,sonnette,IMAGE,sonnette,327.199,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P2,sykʁ,sucre,sucre,IMAGE,sucre,327.083,false,DESSIN_RÉELLEMENT_MANQUANT,true,data/rebus-productive-bank-wave4.json
P2,oʁaʒ,orage,orage,IMAGE,orage,326.356,false,NO_PROVEN_ASSET,true,data/rebus-fragment-representation-ideas.json
P2,bonɛ,bonnet,bonnet,IMAGE,bonnet,325.477,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P2,pɔ̃pje,pompier,pompier,IMAGE,pompier | pompiez,324.635,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P2,buʃɔ̃,bouchon,bouchon,IMAGE,bouchon | bouchons,324.099,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P2,baʁb,barbe,barbe,IMAGE,barbe,323.897,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
P2,an,âne,âne,IMAGE,âne | hane,323.647,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P2,seʁyʁ,serrure,serrure,IMAGE,serrure,323.481,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave5.json
P2,aʁmwaʁ,armoire,armoire,IMAGE,armoire,323.398,false,NO_PROVEN_ASSET,true,data/rebus-productive-bank-wave4.json
